Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/04/13,19041.928,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/03/09,19041.867,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/02/09,19041.804,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/01/12,19041.746,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/12/08,19041.685,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/11/10,19041.63,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/10/13,19041.572,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/09/08,19041.508,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/08/11,19041.45,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/07/14,19041.388,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/06/09,19041.329,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/05/27,19041.264,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2020/04/16,19041.208,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/07/13,19041.111,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/07/14,18363.959,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/06/09,18363.9,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/05/12,18363.836,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/04/14,18363.778,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/03/12,18363.72,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/02/11,18363.657,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/01/14,18363.592,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2019/12/10,18363.535,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2019/10/05,18363.418,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2021/04/13,18363.15,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2021/03/09,18363.144,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2020/07/14,18362.959,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2020/05/12,18362.836,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2020/03/12,18362.72,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2020/02/11,18362.657,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2019/12/10,18362.535,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2019/11/12,18362.476,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2019/09/10,18362.356,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2019/03/29,18362.3,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2019/07/09,18362.239,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2019/06/11,18362.175,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1809,Pro,2020/01/14,17763.973,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1809,Pro,2019/12/10,17763.914,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1809,Pro,2019/11/12,17763.864,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1809,Pro,2019/10/08,17763.805,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
7,0,Verbose,Microsoft-Windows-HAL/Debug,,,,Windows 10,1809,Pro,2019/09/10,17763.737,The processor cycle counter on processor {TargetProcessor} has been probed by processor {LeadProcessor}.  A counter delta of {Delta} was detected.  The approximate communication delay between these processors was detected to be {NopCycles}.,{TargetProcessor} | {LeadProcessor} | {Delta} | {NopCycles}
